,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
1280,0,1.425,1.1125,0.3875,24.5790165,10.50348975,4.83358975,7.93786,9
3133,1,1.3375,1.0375,0.3375,22.11261,8.97261675,4.7910655,6.70465675,8
3849,1,1.5375,1.1875,0.4375,31.2694985,13.13999325,8.77417025,7.72523875,10
3454,1,1.3125,1.0375,0.3375,22.52367775,11.169703,5.3580555,5.726599,7
2883,2,1.25,1.0,0.4125,20.14231975,7.654365,4.12485225,6.3786375,20
2456,0,0.9125,0.675,0.2125,6.30776375,2.65067825,1.48834875,1.871067,7
2438,0,1.05,0.775,0.25,8.12213175,3.2601925,2.08368825,2.4097075,8
53,2,1.3125,1.025,0.3375,20.08562075,8.3064035,4.32329875,6.6621325,11
1737,2,1.7125,1.4125,0.4375,46.436481,22.04173625,10.6310625,12.417081,11
3494,1,1.5,1.025,0.3625,26.6201805,12.68640125,5.556502,7.597666,8
1347,2,1.2625,1.0,0.4125,20.6667855,7.58349125,4.3941725,7.087375,9
791,1,0.65,0.475,0.1875,2.67902775,1.26155275,0.56699,0.850485,6
1549,0,1.5875,1.2625,0.475,37.74735925,16.45688475,7.144074,12.3320325,17
2385,0,1.2125,0.95,0.3,13.39513875,5.88252125,3.04757125,4.1673765,6
2240,2,1.275,1.0,0.3125,15.4504775,7.3992195,3.2601925,3.92640575,6
3523,0,0.8,0.5875,0.2,4.20990075,1.814368,0.8788345,1.2757275,6
3867,0,1.075,0.85,0.0,12.133586,5.85417175,2.438057,3.2601925,8
3575,1,1.5625,1.25,0.4375,29.95124675,13.08329425,7.314171,8.6465975,10
149,1,1.6,1.25,0.4375,36.0889135,14.35902175,8.29222875,11.4815475,13
1281,1,1.525,1.1875,0.3875,27.8675585,12.94154675,6.463686,7.540967,10
1422,1,1.6125,1.2125,0.5375,42.921143,15.478827,7.41339425,18.0019325,16
2473,0,0.75,0.575,0.1875,3.6003865,1.474174,0.850485,0.97805775,6
332,1,1.45,1.15,0.375,29.7386255,14.75591475,5.48562825,8.6465975,10
852,0,1.1625,0.925,0.25,14.33067225,6.633783,3.118445,3.96893,7
1036,2,1.325,1.0375,0.375,22.04173625,6.7188315,4.01145425,9.355335,20
503,1,1.3125,1.0125,0.3375,21.47474625,9.36950975,6.123492,5.5281525,10
320,2,1.325,1.075,0.375,21.0069795,9.2135875,5.25883225,5.556502,9
3251,0,0.7,0.525,0.1875,3.38776525,1.5025235,0.75126175,0.850485,6
1754,0,1.3125,1.0,0.3125,16.03164225,6.90310325,3.3735905,4.9611625,8
1003,1,1.625,1.2875,0.4625,38.96638775,21.262125,5.11708475,10.4609655,12
3428,0,0.9125,0.675,0.2125,5.556502,2.33883375,1.06310625,1.70097,7
3745,2,1.4,1.075,0.3125,22.75047375,8.8733935,4.86193925,7.4559185,13
3197,1,1.1,0.9125,0.3125,14.628342,6.10931725,3.231843,4.3941725,10
601,1,0.8375,0.625,0.225,5.1312595,2.14038725,1.17650425,1.70097,7
2841,0,1.275,0.9875,0.2625,15.66309875,6.633783,3.6003865,4.6776675,8
98,1,1.7375,1.325,0.525,42.807745,18.824068,11.60912025,10.9145575,10
1666,2,1.5875,1.275,0.4625,36.457457,14.911837,8.3631025,11.63746975,12
40,0,1.4375,1.125,0.3375,22.8780465,10.24834425,4.989512,7.200773,10
2055,2,0.9,0.6625,0.225,5.85417175,2.211261,1.6159215,1.70097,8
2137,2,1.325,0.9875,0.3625,21.9708625,8.731646,4.7910655,7.2291225,7
113,1,1.575,1.225,0.475,33.38153625,13.99047825,9.53960675,8.0796075,11
934,0,0.875,0.675,0.1875,6.0951425,2.83495,1.020582,1.8427175,6
454,1,1.7875,1.3125,0.5,53.580555,26.932025,12.360382,12.20445975,10
1854,1,1.6125,1.275,0.4875,34.756487,16.68368075,6.27941425,10.61688775,10
722,1,0.975,0.7125,0.2375,7.6827145,3.118445,1.70097,2.26796,8
1108,0,1.325,1.05,0.4625,21.318824,8.4765005,4.422522,5.8116475,20
2058,0,1.25,0.9875,0.35,17.61921425,8.29222875,3.41611475,5.5281525,9
411,2,1.275,1.0,0.325,16.25843825,6.2085405,3.86970675,5.5281525,13
3211,1,1.2125,1.025,0.375,19.731252,6.81805475,4.60679375,7.5126175,13
1696,1,1.325,1.025,0.4125,20.751834,5.3580555,4.819415,8.788345,11
122,1,0.6875,0.5125,0.175,2.664853,0.94970825,0.56699,0.92135875,5
2527,1,1.4125,1.0625,0.4,26.71940375,9.90815025,6.19436575,7.7961125,17
1364,2,0.9,0.675,0.225,5.34388075,2.39553275,1.09145575,1.5592225,5
1733,2,1.7625,1.425,0.45,43.50230775,27.21552,11.89261525,12.190285,12
1300,2,1.5375,1.1875,0.3625,27.00289875,11.09882925,5.5281525,9.07184,9
396,1,1.2625,0.9625,0.2625,15.66309875,6.7755305,3.52951275,4.40834725,9
2889,1,0.6625,0.5,0.1625,2.381358,0.963883,0.29766975,0.850485,7
1100,2,1.4125,1.1,0.4,25.9397925,10.035723,5.48562825,9.07184,12
3380,2,1.0625,0.8625,0.275,10.39009175,3.5436875,2.2963095,3.3168915,11
1427,1,1.65,1.2625,0.475,40.78075575,19.20678625,8.0796075,5.046211,11
516,2,1.8,1.4,0.4375,48.94541175,18.0586315,9.68135425,14.8834875,17
702,2,1.1625,0.95,0.3375,16.4143605,5.896696,3.10427025,6.23689,14
1760,2,1.6,1.2625,0.4375,37.37881575,17.53416575,8.561549,9.39785925,9
406,2,1.5875,1.2625,0.4625,36.95357325,14.2030995,8.3631025,11.623295,17
3574,0,1.525,1.2,0.4125,31.0994015,11.94931425,7.484268,9.4970825,13
652,1,1.4375,1.1,0.3625,24.664065,11.18387775,6.22271525,6.3786375,8
1922,2,1.3625,1.0,0.35,22.055911,10.432616,6.0951425,5.10291,9
1259,2,1.675,1.375,0.475,39.41997975,15.37960375,8.60407325,11.3398,12
1110,2,1.725,1.3875,0.5125,51.49686675,22.07008575,12.45960525,14.5999925,19
3859,0,0.9,0.675,0.2375,5.6699,2.0695135,1.587572,1.7293195,8
2430,0,1.0625,0.8125,0.275,8.9867915,3.8271825,1.360776,2.551455,8
1697,1,1.575,1.225,0.45,32.034935,12.984071,7.83863675,8.9300925,12
2094,1,1.775,1.375,0.5,53.99162275,25.004259,12.47378,14.17475,13
2653,1,1.025,0.8125,0.3,10.61688775,4.479221,2.2963095,3.5436875,12
529,2,1.2875,0.9375,0.275,17.19397175,8.51902475,3.7137845,4.252425,6
1928,0,1.0125,0.7625,0.25,7.6827145,2.73572675,1.7293195,2.5798045,7
3262,0,0.75,0.5875,0.2,3.7137845,1.417475,0.75126175,1.2190285,4
2675,2,1.325,1.0625,0.375,24.08290025,9.298636,6.577084,5.726599,8
2252,2,1.2625,1.025,0.375,18.257078,8.0796075,4.1106775,5.953395,11
2533,1,1.6375,1.2875,0.4,37.137845,15.6772735,10.4609655,9.7805775,11
1373,1,1.1,0.85,0.2625,11.396499,3.69960975,2.70737725,4.6776675,10
3437,1,1.325,1.05,0.3375,19.1359125,8.334753,4.422522,5.17378375,10
1184,2,1.0625,0.8125,0.3375,10.829509,4.15320175,2.2396105,3.96893,12
2940,2,1.15,0.9125,0.3125,13.56523575,5.839997,2.96252275,3.9972795,8
2095,1,1.5625,1.175,0.45,32.205032,12.7856245,9.19941275,8.6465975,11
2369,1,1.4625,1.1375,0.5625,29.9087225,10.81533425,6.2652395,10.3475675,15
711,0,1.175,1.0,0.4,14.458245,4.57844425,2.0695135,5.613201,14
1602,1,1.1,0.8375,0.275,11.169703,4.4508715,2.721552,3.458639,9
2459,0,0.7375,0.55,0.175,3.86970675,1.63009625,0.83631025,0.9922325,6
2490,2,1.5,1.15,0.3625,26.43590875,11.29727575,6.36446275,7.030676,8
564,0,1.0875,0.8875,0.3125,11.55242125,4.35164825,2.097863,4.6776675,9
3540,0,1.0,0.7375,0.2375,7.144074,3.13261975,1.63009625,1.871067,6
44,0,1.0375,0.775,0.2375,8.8166945,3.18931875,1.77184375,3.2601925,8
1772,0,1.5125,1.2125,0.375,35.096681,17.90270925,6.406987,9.355335,11
1494,0,1.2,0.95,0.3125,17.70426275,9.62465525,3.07592075,4.72019175,8
1311,1,1.175,0.9375,0.2875,12.09106175,4.77689075,2.14038725,4.252425,8
2411,2,1.6625,1.325,0.4625,39.56172725,12.927372,9.08601475,13.891255,15
806,1,1.2375,1.0,0.3375,17.293195,7.711064,4.06815325,4.082328,7
2072,1,1.225,0.975,0.375,16.2442635,6.3786375,3.515338,4.819415,21
3323,1,1.6375,1.2625,0.4125,36.003865,17.10892325,7.427569,9.4970825,10
3532,1,1.425,1.1125,0.35,30.14969325,14.92601175,6.22271525,6.80388,8
1651,2,1.4625,1.05,0.3875,29.313383,12.3887315,6.30776375,9.07184,11
1137,1,1.55,1.2125,0.3875,29.7386255,13.097469,6.5487345,7.087375,10
1533,1,1.5,1.1625,0.4125,29.426781,14.10387625,6.25106475,7.1157245,9
425,0,1.025,0.7625,0.25,7.49844275,2.83495,1.85689225,2.4097075,7
1713,1,1.65,1.2625,0.4125,38.952213,16.6978555,9.9506745,9.7805775,10
1825,1,1.7625,1.4,0.55,56.1603595,23.17571625,8.74582075,21.54562,14
2194,0,0.85,0.625,0.1875,5.00368675,2.22543575,1.14815475,1.417475,7
2865,1,1.65,1.2875,0.4875,44.38114225,20.82270775,10.0073735,10.942907,9
1376,1,1.6375,1.35,0.5375,52.276478,21.04950375,9.2702865,16.5844575,22
600,0,1.1375,0.8625,0.275,12.303683,5.8683465,2.42388225,3.44446425,8
3043,0,0.6375,0.4875,0.1375,2.05533875,0.80796075,0.4819415,0.5953395,4
2078,1,1.5625,1.2,0.45,34.6714385,16.0174675,8.43397625,9.56795625,10
1038,0,0.4625,0.325,0.1125,0.8221355,0.340194,0.21262125,0.26932025,4
783,1,1.5625,1.2375,0.4375,36.67007825,16.45688475,8.9867915,10.0640725,9
3551,2,1.45,1.0875,0.375,23.7852305,9.87980075,5.8683465,5.443104,7
2368,1,1.25,0.975,0.3125,14.78426425,7.04485075,3.3168915,3.7137845,6
778,0,0.7,0.55,0.2,3.72795925,1.871067,0.680388,0.850485,5
984,2,1.75,1.4375,0.5125,50.95822625,20.68096025,11.15552825,14.64251675,13
3555,1,1.75,1.4375,0.475,64.4384135,31.0427025,11.850091,18.086981,12
3288,1,1.45,1.075,0.325,22.622901,10.3475675,4.9044635,6.47786075,10
745,2,1.7125,1.35,0.4,47.27279125,23.6151335,10.70193625,13.4660125,11
2586,0,0.95,0.6875,0.2375,7.10154975,2.67902775,1.85689225,2.1262125,6
3102,1,1.7,1.3,0.4125,41.8863863,20.525038,7.9095105,11.509897,11
2108,0,1.025,0.775,0.225,9.6104805,4.3941725,1.97029025,2.551455,7
1171,2,1.3125,1.1,0.375,23.88445375,10.44679075,5.62737575,6.80388,12
3665,2,1.425,1.1375,0.4125,30.03629525,12.47378,6.22271525,8.0796075,14
847,2,1.55,1.2125,0.3875,33.86347775,14.47241975,7.6827145,9.979024,9
3548,1,1.3,1.0,0.2625,24.720764,12.79979925,4.57844425,5.62737575,9
3573,1,1.675,1.25,0.5,35.9755155,16.329312,8.46232575,9.9506745,11
2939,0,1.1375,0.9375,0.3,14.0897015,6.67630725,2.99087225,3.67126025,6
1410,2,1.5625,1.25,0.4125,36.514156,16.2442635,8.60407325,8.9300925,9
82,1,1.575,1.2875,0.4,28.803092,11.94931425,6.917278,10.0640725,19
746,2,1.45,1.15,0.3,28.16522825,13.11164375,6.76135575,7.93786,11
3774,2,1.675,1.2625,0.5125,38.68289275,17.22232125,8.57572375,10.0073735,9
1273,1,1.475,1.0125,0.375,24.1821235,9.241937,7.41339425,6.9456275,9
995,1,1.375,1.0375,0.4375,29.540179,9.34116025,6.59125875,8.23552975,15
2857,1,1.225,1.1625,0.3125,14.81261375,6.6621325,3.685435,3.9972795,7
141,2,1.35,1.1,0.4,30.91512975,11.0846545,6.50621025,10.0640725,15
862,0,1.45,1.05,0.4,20.638436,7.72523875,5.386405,5.386405,14
1271,1,1.5125,1.225,0.3625,36.85435,14.6566915,9.31281075,8.788345,14
2041,2,0.8125,0.65,0.225,5.42892925,2.4097075,1.020582,1.757669,7
2390,0,1.5,1.1125,0.4375,29.9654215,10.8578585,6.123492,10.0640725,16
507,2,1.5875,1.1875,0.375,33.57998275,15.1102835,8.7032965,8.2497045,10
2894,1,1.8625,1.4375,0.5,53.410458,27.045423,9.525432,14.0330025,12
3136,1,1.0125,0.775,0.25,10.9145575,4.9044635,2.59397925,3.118445,7
2622,2,1.4,1.1375,0.475,20.241543,8.0229085,3.6570855,7.7961125,9
1196,1,1.325,1.0625,0.275,20.9502805,6.7188315,4.5642695,8.3631025,13
1824,2,1.1125,0.825,0.2625,12.82814875,5.10291,2.9199985,3.4869885,9
121,1,1.4875,1.225,0.4625,33.5941575,13.664459,5.71242425,10.2341695,10
2816,1,1.575,1.2875,0.4375,33.89182725,13.947954,7.0023265,10.489315,11
2559,2,1.5875,1.2375,0.4375,34.3312445,20.0430965,7.72523875,9.1568885,9
2494,0,0.825,0.625,0.2375,5.91087075,2.891649,1.11980525,1.474174,7
3363,2,1.5125,1.125,0.4875,31.127751,13.6361095,8.20718025,8.9300925,13
1980,2,1.5,1.15,0.375,35.0116325,17.08057375,7.767763,8.221355,8
206,1,1.6375,1.475,0.5,43.81415225,18.540573,10.67358675,11.7650425,11
1423,0,0.9875,0.7375,0.25,7.69688925,3.798833,0.92135875,2.4097075,10
1673,0,1.25,0.95,0.3375,16.839603,8.34892775,2.948348,4.43669675,9
2817,1,1.4375,1.1375,0.3875,28.7180435,13.28174075,5.91087075,8.3631025,11
3148,2,1.6125,1.3,0.4375,37.83240775,18.9091165,7.55514175,10.0640725,10
2822,2,1.5125,1.1375,0.3625,27.71163625,13.267566,5.03203625,7.7961125,9
1526,0,1.25,0.9875,0.3,15.2236815,6.13766675,3.07592075,5.06038575,9
1710,0,0.775,0.6,0.225,4.12485225,1.71514475,0.89300925,1.2757275,7
269,0,0.7875,0.575,0.0,3.798833,1.63009625,0.80796075,9.93649975,6
3786,2,1.7,1.3,0.4625,43.6865795,16.96717575,11.1980525,12.96989625,10
2706,2,1.6375,1.3125,0.475,38.54114525,15.989118,9.11436425,11.29727575,10
850,1,0.675,0.4875,0.175,3.005047,1.31825175,0.510291,1.020582,7
135,2,1.525,1.2,0.475,36.72677725,14.78426425,9.14271375,10.3475675,12
2254,1,1.4875,1.15,0.3875,29.199985,12.11941125,5.8683465,9.36950975,10
849,2,1.675,1.3125,0.4875,38.838815,17.19397175,8.37727725,11.5382465,12
820,0,1.0875,0.8,0.2,9.42620875,4.20990075,1.80019325,2.9766975,9
886,2,1.5875,1.25,0.45,37.194544,14.9968855,7.04485075,13.7495075,18
1914,1,1.0,0.725,0.2875,7.92368525,3.16096925,1.63009625,2.1262125,9
414,0,1.3125,0.95,0.3375,17.4349425,7.3992195,4.5075705,4.9611625,8
1997,1,1.05,0.85,0.2875,11.94931425,4.9611625,2.6365035,3.8271825,8
1471,0,1.1,0.85,0.2625,9.752228,3.4869885,2.2963095,3.5436875,8
3212,1,0.9375,0.75,0.25,6.98815175,2.948348,1.34660125,2.3530085,11
743,0,1.425,1.1125,0.3625,20.99280475,8.674947,4.876114,5.17378375,12
476,0,1.3125,1.0,0.35,19.71707725,6.81805475,4.53592,7.1724235,10
2101,0,1.325,0.9875,0.325,16.3009625,7.0023265,3.2601925,5.1879585,9
456,0,0.9,0.6625,0.225,5.82582225,2.721552,1.0489315,1.65844575,7
3607,0,1.0125,0.75,0.225,7.6260155,2.9199985,1.8994165,3.118445,6
762,2,1.2,0.95,0.3375,14.3731965,5.42892925,3.86970675,4.3941725,12
988,0,1.15,0.9,0.2625,13.210867,6.30776375,2.8066005,3.118445,7
2125,0,1.4,1.1125,0.4125,29.15746075,12.85649825,7.1724235,7.7961125,11
1969,0,1.1875,0.9375,0.275,12.927372,5.159609,2.8066005,4.53592,9
271,1,1.4875,1.2,0.35,25.86891875,11.60912025,5.17378375,8.1930055,9
3346,0,0.4375,0.3125,0.1,0.793786,0.26932025,0.226796,0.2551455,4
2302,0,1.3125,0.975,0.3,18.824068,8.83086925,4.1673765,5.046211,9
2033,1,1.5375,1.2625,0.4125,33.0838665,13.87708025,8.37727725,9.7805775,10
1846,2,1.6625,1.25,0.4375,49.384829,16.8679525,8.57572375,20.5533875,21
3562,2,1.2625,0.975,0.3,16.23008875,7.24329725,3.75630875,4.139027,8
1808,2,1.5125,1.15,0.425,31.808139,9.8372765,8.63242275,8.9300925,13
672,0,1.0625,0.7875,0.2375,10.41844125,5.28718175,1.91359125,2.79242575,7
2372,1,1.25,1.0,0.325,18.83824275,7.314171,3.7704835,6.80388,12
655,0,1.15,0.8625,0.2625,11.7650425,5.3013565,2.4664065,3.118445,8
2774,1,1.625,1.3,0.525,47.58463575,18.89494175,8.731646,13.04077,11
2605,2,1.425,1.0875,0.35,24.33804575,11.07047975,5.556502,6.50621025,8
2482,2,1.65,1.3125,0.4,36.2023115,14.10387625,9.0434905,11.169703,13
2395,1,1.55,1.1625,0.4625,36.117263,16.4143605,8.68912175,9.07184,12
700,0,0.775,0.5875,0.1875,4.29494925,1.587572,0.89300925,1.417475,7
3274,1,1.5875,1.2875,0.4,34.23202125,15.26620575,7.994559,9.7805775,11
1826,1,1.5375,1.225,0.425,32.4601775,13.93377925,5.896696,9.7238785,13
590,2,1.375,1.1,0.3375,23.91280325,12.303683,5.65572525,5.2446575,8
3011,1,1.6125,1.275,0.4,33.55163325,15.762322,6.76135575,9.7805775,11
2155,0,1.3,0.95,0.3125,15.71979775,8.164656,3.67126025,4.7343665,8
314,0,1.4125,1.1625,0.375,33.49493425,16.4710595,6.27941425,8.77417025,9
119,0,0.975,0.75,0.225,7.144074,3.01922175,1.5025235,2.26796,7
1850,0,0.925,0.725,0.25,7.087375,2.90582375,1.43164975,2.4097075,10
1478,0,1.3125,1.0125,0.3125,18.6256215,8.46232575,4.26659975,4.762716,10
2231,2,1.275,1.0,0.3,19.85882475,9.8372765,3.13261975,5.5281525,10
3356,2,1.475,1.1875,0.4,31.22697425,13.53688625,7.24329725,8.3631025,13
1732,1,1.475,1.25,0.5,33.6508565,11.679994,7.66853975,10.489315,16
2705,1,1.525,1.175,0.375,32.95629375,16.0174675,7.314171,8.74582075,11
1197,1,1.4,1.05,0.4875,22.92057075,8.57572375,5.08873525,8.0796075,14
2793,2,1.6875,1.275,0.4625,41.7588135,17.84601025,8.57572375,12.03436275,11
942,0,1.0,0.75,0.2875,9.015141,3.78465825,2.05533875,2.65067825,6
3518,1,1.35,1.0375,0.325,23.37416275,7.711064,6.406987,6.80388,13
1436,1,1.3375,1.0125,0.4625,23.65765775,9.00096625,4.89028875,8.221355,16
1182,2,1.1625,0.875,0.3125,13.664459,6.520385,3.005047,3.10427025,6
831,2,1.7875,1.3125,0.4625,44.22522,18.86659225,10.8578585,11.4815475,11
215,2,1.4,1.1125,0.3875,34.699788,15.77649675,9.14271375,7.64019025,10
1583,1,1.425,1.0875,0.3125,25.41532675,10.8578585,5.20213325,7.7961125,9
392,0,1.2125,0.9125,0.3125,12.076887,4.6209685,2.73572675,4.2807745,8
27,1,1.525,1.2125,0.4375,35.28095275,15.422128,8.4198015,9.7805775,12
2370,0,1.05,0.8125,0.2875,8.901743,3.67126025,1.80019325,2.83495,8
752,1,1.4125,1.1,0.2875,26.03901575,11.453198,5.06038575,8.221355,11
478,0,1.3,1.0,0.325,16.51358375,6.6054335,3.86970675,5.10291,10
1762,1,1.625,1.2375,0.45,50.8306535,22.69377475,9.6104805,15.025235,14
1567,0,1.55,1.2125,0.45,32.715323,13.99047825,7.257472,8.9300925,12
3404,0,0.95,0.6875,0.2375,3.89805625,2.438057,1.65844575,1.71514475,7
909,1,1.2375,0.9875,0.3125,15.35125425,6.73300625,3.81300775,4.3941725,9
1907,0,1.3875,1.0625,0.325,18.370476,8.03708325,3.7704835,5.96756975,8
2374,1,1.425,1.1375,0.375,26.988724,11.04213025,6.10931725,7.78193775,9
619,0,1.4125,1.0875,0.3875,22.169309,7.69688925,4.762716,8.0796075,14
2613,2,1.65,1.325,0.4625,38.22930075,13.9763035,6.9456275,13.891255,12
2736,0,1.025,0.75,0.2875,7.35669525,2.7499015,1.45999925,2.26796,10
1397,1,1.5375,1.175,0.4125,31.978236,12.65805175,6.22271525,9.63883,10
2181,0,0.7,0.525,0.1625,3.1467945,1.20485375,0.80796075,0.850485,6
132,0,0.825,0.6625,0.225,5.10291,1.927766,1.020582,1.70097,6
283,1,1.3875,1.125,0.4375,24.777463,9.28446125,5.726599,8.6465975,10
2216,0,0.9625,0.75,0.225,7.0023265,3.47281375,1.247378,1.91359125,5
563,1,1.2125,0.925,0.3875,27.442316,11.8784405,6.95980225,6.70465675,9
2363,2,1.5,1.2125,0.3625,21.999212,10.04989775,4.49339575,6.7755305,9
921,0,1.3375,1.125,0.3875,22.89222125,10.36174225,4.195726,7.35669525,10
3058,0,1.2125,0.95,0.3125,14.78426425,6.27941425,3.345241,4.53592,8
969,0,1.15,0.85,0.225,10.886208,5.08873525,1.927766,3.118445,8
1212,0,1.325,1.05,0.325,18.653971,8.391452,3.52951275,5.613201,8
394,1,1.5875,1.2875,0.425,36.1456125,14.4298955,8.107957,9.63883,16
913,1,1.575,1.2125,0.45,35.25260325,14.67086625,8.731646,10.489315,11
1581,1,1.575,1.275,0.575,43.6298805,15.97494325,7.98038425,16.159215,17
2616,2,1.85,1.4125,0.5125,60.0725905,27.37144225,14.69921575,13.664459,12
2955,0,1.15,0.85,0.25,10.942907,5.11708475,2.48058125,2.73572675,8
2714,1,0.7875,0.625,0.225,5.7549485,1.74349425,1.0489315,2.25378525,11
3174,1,1.55,1.1875,0.4875,38.51279575,16.82542825,9.53960675,10.61688775,10
723,1,1.775,1.4,0.4375,48.874538,16.045817,12.96989625,13.11164375,13
3460,1,1.55,1.225,0.425,34.31706975,14.69921575,7.24329725,9.4970825,13
2039,1,1.425,1.15,0.375,29.41260625,15.35125425,5.76912325,7.087375,9
1693,0,1.55,1.175,0.3875,27.385617,12.6722265,4.8477645,8.051258,11
2132,1,1.2875,1.0625,0.3625,26.54930675,14.0897015,5.1312595,6.19436575,8
1027,2,1.5625,1.2,0.425,38.34269875,17.67591325,7.881161,10.3475675,10
597,0,0.875,0.6625,0.2375,5.6415505,2.0695135,1.3891255,1.70097,5
1338,1,1.3125,1.0625,0.3125,23.019794,11.43902325,4.83358975,5.5281525,8
1712,0,1.2,0.8875,0.3125,14.004653,6.76135575,2.36718325,4.252425,9
1061,0,0.8625,0.675,0.275,6.05261825,2.324659,1.54504775,1.984465,7
997,1,1.575,1.2125,0.4125,34.9549335,18.61144675,6.56290925,8.60407325,10
1757,1,1.925,1.55,0.4875,71.31316725,31.62386725,18.18620425,18.200379,12
3077,0,0.6,0.4375,0.1125,1.984465,0.89300925,0.66621325,0.56699,5
2909,2,1.7625,1.325,0.425,44.338618,17.349894,11.169703,12.47378,10
2537,1,1.6875,1.2875,0.375,37.194544,15.762322,8.06543275,11.66581925,11
1428,1,0.9375,0.7625,0.225,9.19941275,3.95475525,1.60174675,2.6932025,5
653,1,1.275,1.0125,0.375,19.94387325,9.8372765,3.798833,5.34388075,8
1994,2,1.3875,1.0875,0.4125,27.499015,9.525432,6.56290925,8.3631025,17
1717,2,1.5625,1.3125,0.4875,38.328524,12.77144975,6.93145275,15.025235,13
3638,1,1.75,1.4125,0.45,49.6399745,25.3728025,9.51125725,12.643877,9
3791,1,1.5,1.15,0.45,32.31843,11.9918385,7.29999625,10.3475675,10
3568,0,1.1375,0.8125,0.3375,23.24659,11.35397475,4.86193925,5.9817445,8
3864,0,1.1625,0.8875,0.2625,12.530479,5.91087075,2.76407625,3.35941575,7
667,2,1.8125,1.325,0.475,49.0871593,23.530085,11.283101,11.4815475,11
3580,1,1.3875,1.1,0.375,21.4038725,8.7032965,4.32329875,7.37087,12
878,1,1.45,1.1625,0.4375,29.3417325,11.3681495,5.28718175,10.9145575,17
241,2,1.8,1.4375,0.45,47.35783975,20.751834,10.21999475,14.2030995,12
1255,2,1.5125,1.1875,0.4375,30.504062,13.1258185,6.22271525,9.4970825,9
340,1,1.4125,1.0375,0.3125,18.9091165,8.561549,4.37999775,5.2446575,7
2075,1,1.525,1.125,0.375,24.6924145,11.5382465,5.20213325,7.087375,10
3322,2,1.1625,0.9375,0.3375,17.0097,6.30776375,3.6570855,6.520385,16
1474,1,1.3375,1.0125,0.35,23.189891,11.396499,4.86193925,5.3580555,7
3769,0,1.1875,0.9125,0.35,12.88484775,4.8477645,3.345241,4.479221,8
3497,0,0.5375,0.4125,0.1375,1.6726205,0.75126175,0.35436875,0.52446575,5
2500,2,1.4875,1.2375,0.4625,36.4291075,11.793392,6.350288,13.7495075,13
3735,1,1.375,1.15,0.4375,24.6357155,8.94426725,5.17378375,9.07184,10
1989,0,1.1,0.85,0.25,10.7444605,4.89028875,2.31048425,2.8632995,7
1515,0,1.3625,1.0125,0.3375,16.85377775,7.654365,3.35941575,5.2446575,8
3402,1,1.675,1.3,0.475,46.45065575,23.00561925,10.4609655,11.0846545,9
518,2,1.55,1.1875,0.4375,28.81726675,12.34620725,6.066793,9.2135875,10
2584,2,1.525,1.2125,0.4125,30.94347925,11.15552825,6.90310325,9.355335,18
2466,1,1.4,1.1125,0.4,25.41532675,11.90679,6.16601625,6.27941425,8
2211,0,1.5,1.1125,0.3375,26.09571475,12.6155275,5.76912325,7.1724235,9
766,0,0.475,0.3625,0.1,1.077281,0.46776675,0.18427175,0.4252425,4
2203,0,1.0125,0.75,0.2625,8.618248,4.12485225,1.7293195,2.28213475,6
1168,0,0.4125,0.3,0.125,0.5953395,0.21262125,0.12757275,0.396893,3
474,2,1.5875,1.2375,0.4875,36.7693015,15.762322,8.46232575,10.489315,11
3485,2,1.5875,1.2625,0.3625,32.16250775,14.3164975,7.52679225,8.9300925,10
906,2,1.0625,0.8375,0.2375,9.128539,3.41611475,1.7293195,3.5436875,10
2365,1,1.2875,1.0,0.3125,27.0737725,9.6671795,7.18659825,7.37087,13
2906,2,1.4875,1.2125,0.3625,35.47939925,14.27397325,8.29222875,9.355335,14
2954,2,1.325,1.025,0.4125,23.00561925,6.80388,4.7910655,6.80388,19
838,1,1.4625,1.125,0.45,22.66542525,9.525432,5.25883225,6.7188315,8
268,2,1.3625,1.1125,0.375,22.6796,10.02154825,4.6209685,5.8683465,9
1049,1,1.75,1.5,0.575,56.7840485,22.97726975,11.46737275,16.31513725,10
1560,2,1.7,1.425,0.5125,52.219779,17.7184375,11.566596,18.427175,20
3328,1,1.175,0.9625,0.3375,16.71203025,7.83863675,3.40194,4.819415,8
3633,0,0.3875,0.2625,0.125,0.49611625,0.1417475,0.09922325,0.1417475,4
107,0,0.8875,0.7,0.275,6.33611325,2.31048425,1.48834875,2.26796,7
2848,0,1.125,0.8625,0.275,13.324265,6.67630725,2.42388225,3.21766825,7
3259,2,1.55,1.3,0.5625,33.55163325,10.716111,7.654365,11.1980525,23
1917,1,1.5,1.2375,0.4375,36.86852475,17.56251525,8.051258,9.31281075,11
1081,2,1.4625,1.125,0.375,26.591831,13.2392165,5.7549485,6.3786375,7
1952,1,1.675,1.3625,0.5,48.26502375,23.6151335,10.602713,11.623295,11
731,0,1.275,1.0,0.375,21.1203775,8.12213175,4.74854125,6.6621325,13
1646,2,0.95,0.7625,0.2375,7.98038425,3.55786225,1.48834875,2.551455,8
3472,2,1.625,1.275,0.425,44.4236665,20.53921275,9.8939755,11.0846545,10
238,1,1.1125,0.8625,0.35,13.494362,5.82582225,2.87747425,3.07592075,15
3808,0,0.6,0.425,0.125,1.54504775,0.58116475,0.453592,0.43941725,5
